author,book_id
Peter F. Hamilton,"[45252, 45244, 866136, 7438179, 3437328]"
Thomas Rockwell,[322351]
Heather Gudenkauf,"[6335026, 13112023]"
Graham Greene,"[3698, 29641, 3690, 3692, 133394, 48862]"
Robert  Stone,[3698]
Patrick O'Brian,"[77430, 17768, 77427, 77431]"
Akira Toriyama,[969275]
Alastair Reynolds,"[89187, 89190, 1126719, 89185, 89184, 89195]"
Rachel Renée Russell,"[6054449, 9635657, 13547289, 16074748]"
Kresley Cole,"[14384, 14383, 435045, 2003625, 1611656, 10790516]"
Micah Sparks,[3465]
Amy Plum,[9462812]
John Perkins,[2159]
Jorge Luis Borges,"[426504, 17717, 5787, 94486]"
Anthony Kerrigan,[426504]
Mikhail Lermontov,[226378]
Paul Foote,[226378]
M.M. Kaye,[10222]
Rory Freedman,[196613]
Kim Barnouin,[196613]
Julie Garwood,"[107779, 107770, 107774, 107772, 107776, 107789, 107778, 133241, 107773, 107781, 107783]"
Betty Crocker,[1127996]
Michael Ledwidge,"[13133, 45169, 13353667, 7926569, 3188186, 8437913, 6455256, 17333279, 2235597]"
Holly Goldberg Sloan,[15937108]
Angela Dawe,[6781956]
William R. Forstchen,[4922079]
Helen Gardner,[32525]
Fred S. Kleiner,[32525]
Christin J. Mamiya,[32525]
Jack Canfield,"[801178, 96593, 427920]"
Mark Victor Hansen,"[801178, 427920]"
Jane Yolen,[91357]
Alan Weisman,[248787]
Ingrid Law,[2133795]
Nate Silver,[13588394]
Marjorie Flack,[189182]
Kurt Wiese,[189182]
Fannie Flagg,"[17345258, 84022, 199530, 7897620, 199532, 199531]"
Dorothy Allison,[25354]
Daniel Suarez,[4699575]
Scott Turow,"[4035, 7257982]"
Alfred Bester,"[333867, 76740]"
Steve Martin,"[10873, 10867]"
Claire Messud,[15701217]
Patricia Highsmith,"[2247142, 52258, 15677]"
Christine Feehan,"[28866, 180426, 287633, 108385, 313263]"
Lauren Beukes,"[16131077, 20706269]"
Diane Ackerman,[1128178]
Chris Hadfield,[18170143]
Holly Black,"[20578940, 12813630, 519048, 277190, 277191, 20309175, 6087756, 280277, 266607, 15944406]"
Joshua Ferris,"[97782, 18453074]"
Monica  Murphy,[17202452]
Juliet Marillier,"[13928, 13927, 13925]"
Seth Godin,"[7155145, 3828382, 641604]"
Susanne Kuhlmann-Krieg,[4477]
Andrew Davidson,[2595138]
Michael Buckley,"[176327, 295834]"
Peter Ferguson,"[176327, 295834]"
Derek Landy,"[284440, 2157243, 4893390]"
Tom Percival,[284440]
Michael Slater,[5338]
Nathan Filer,[16120760]
Madeleine Roux,[13597728]
Becky Albertalli,[19547856]
Pam Morris,[383206]
Virginia Lee Burton,[153540]
Primo Levi,[6174]
Stuart J. Woolf,[6174]
Jordan Stump,[32831]
Susan Vreeland,"[321577, 98048]"
William Steig,[457762]
Carolyn Jessop,[818811]
Laura Palmer,[818811]
Stephen R. Donaldson,"[219205, 687215, 228992, 22875]"
Marcus Buckingham,[50937]
Curt Coffman,[50937]
Thornton Wilder,"[205476, 92508]"
Donald Margulies,[205476]
Tappan Wilder,[205476]
Ayana Mathis,[13320466]
Gary Saul Morson,[12857]
Honoré de Balzac,"[59145, 59142]"
Andrew Ross Sorkin,[6687247]
Susan Shillinglaw,[4796]
Zoe Sugg,[22510983]
Siobhan Curham,[22510983]
Carol Ryrie Brink,[205821]
J.I. Packer,[139855]
Mike Allred,[25103]
Gary Amaro,[25103]
Mark Buckingham,"[25103, 2108198]"
David Giordano,[25103]
Tony Harris,[25103]
Steve Leialoha,[25103]
Vince Locke,[25103]
Shea Anton Pensa,[25103]
Alec Stevens,[25103]
Jerry Pinkney,[122967]
Monica Ali,"[29641, 18723]"
Felix Salten,[739840]
Barbara Cooney,"[739840, 334818]"
Herodotus,[1362]
Aubrey de Sélincourt,[1362]
John M. Marincola,[1362]
K. Bromberg,[17798287]
Matthew Pearl,[18402]
A. Roger Merrill,[36071]
Rebecca R. Merrill,[36071]
Malorie Blackman,[714902]
Harriet Jacobs,[152519]
Julie Otsuka,"[10464963, 764073]"
Jennifer McMahon,"[18007535, 659546]"
Paolo Giordano,[6613956]
Shaun Whiteside,[6613956]
Skottie Young,[17349203]
Gennifer Choldenko,[89716]
Pamela Druckerman,[13152287]
Abby Craden,[13152287]
Sarah Winman,[8874743]
Rainer Maria Rilke,[46199]
Reginald Snell,[46199]
Franz Xaver Kappus,[46199]
Charles Baudelaire,[203220]
Lee Goldberg,[16169737]
Pierre-Ambroise Choderlos de Laclos,[49540]
Douglas Parmée,"[49540, 780581]"
E. Nesbit,"[164531, 45181]"
Pat Frank,[38169]
Flannery O'Connor,"[284996, 48467, 218659]"
Lisa Scottoline,"[5355136, 7078265]"
Shunryu Suzuki,[402843]
Han Kang,[25489025]
Deborah     Smith,[25489025]
Mark Harman,[333538]
Regaip Minareci,[333538]
Şerif Yeşilbucak,[333538]
Connie Willis,"[24983, 77773, 6506307]"
Brian L. Weiss,[34452]
Melina Marchetta,"[1162022, 4932435, 82434, 82436]"
K.G. Campbell,[16052012]
Edward P. Jones,[67]
James     Baldwin,"[38462, 17143, 464260]"
Marcel Proust,[12749]
Simon Vance,[12749]
Lydia Davis,[12749]
Don    Wood,[682920]
Audrey Wood,[682920]
Daniel H. Wilson,[9634967]
Sue Townsend,[51070]
Chloe Neill,[4447622]
Naoki Higashida,[16113737]
K.A. Yoshida,[16113737]
Janette Oke,[65497]
W.B. Yeats,[53022]
Richard J. Finneran,[53022]
Frederik Pohl,[218427]
Kerry Patterson,[15014]
Joseph Grenny,[15014]
Ron McMillan,[15014]
Al Switzler,[15014]
Thomas Cahill,[25669]
Thomas Hobbes,[91953]
C.B. Macpherson,"[91953, 448836]"
Sandra Brown,"[20454672, 30347, 268275, 30343, 323289, 13507011, 76179, 2306910, 7262166]"
Antonia Fraser,[17157]
Michelle Magorian,[161099]
Marguerite Henry,"[17461, 423156, 296125]"
Wesley Dennis,"[17461, 423156]"
Bruce Sterling,"[22323, 337116]"
Guy Gavriel Kay,"[104089, 104086, 104101, 290628, 104088]"
Nora Ephron,"[8765, 225343]"
Wilbur Smith,"[429138, 416580, 37619, 16951]"
Naomi Klein,"[1237300, 647, 21913812]"
Rachel Willson-Broyles,[21094993]
Günter Grass,[35743]
Lee Strobel,[214332]
James Noel Smith,[248484]
Edith Hamilton,[23522]
Steele Savage,[23522]
Al Franken,[23577]
Edith Hahn Beer,[682761]
Susan Dworkin,[682761]
Susan Sarandon,[682761]
Julia Ormond,[682761]
Rory Kennedy,[682761]
Julie Kibler,[15793184]
Sam Harris,"[29501, 18774981]"
Mary E. Pearson,[1902241]
Ron Rash,[2815590]
Marisa de los Santos,[115076]
Michael Dooling,[511614]
E.L. Doctorow,[175675]
David Weber,[35921]
Ben Goldacre,[3272165]
Ruth Reichl,[80642]
Joseph Delaney,"[298567, 1395209]"
Patrick  Arrasmith,"[298567, 1395209]"
Plum Sykes,"[381704, 97632]"
Robert Cormier,"[17162, 48974]"
Jon J. Muth,[25104]
Mikal Gilmore,[25104]
Theodore Dreiser,"[126609, 331319]"
Joanne Fluke,[33443]
Mitchell Zuckoff,"[9729504, 22608582]"
Sam Kean,[7247854]
Benjamin Graham,[106835]
Jason Zweig,[106835]
Warren Buffett,[106835]
Anna Todd,"[22557520, 22540125]"
Sarah Rees Brennan,[16303287]
Cassandra Jean,[16303287]
Jon Kabat-Zinn,[14096]
Banana Yoshimoto,[50144]
Megan Backus,[50144]
Eric Van Lustbader,"[123543, 7144426]"
Judith McNaught,"[129619, 16006, 129621, 350684, 129617, 129616, 129620, 129618]"
Mark Ford,[325085]
Jean-Jacques Rousseau,[12651]
Maurice Cranston,[12651]
Alexander Hamilton,[110331]
James Madison,[110331]
John Jay,[110331]
Philo-Publius,[110331]
Clinton Rossiter,[110331]
Charles R. Kessler,[110331]
Sarah Blake,[6578507]
Orlagh Cassidy,[6578507]
Daniel O'Malley,[10836728]
Joyce Maynard,[6261961]
Ed Catmull,[18077903]
Amy Wallace,[18077903]
Michael Morpurgo,"[792161, 1048645]"
Chelsea Cain,"[657034, 2983654, 6193923]"
Kathleen Tessaro,[16248311]
Lars Kepler,"[9835731, 13722526]"
Ann Long,[9835731]
Richard R. Lingeman,[331319]
Jenny Nimmo,"[9475, 106129]"
Jay Kristoff,[23395680]
Glen Cook,[140671]
Susan Hill,[37034]
John Lawrence,"[37034, 531197]"
Barbara Robinson,[239810]
Susan Sontag,"[52372, 38787]"
Michio Kaku,"[1168341, 33426, 33418, 8492907]"
Karen Cushman,"[15595, 24137]"
Armistead Maupin,"[16255, 16256]"
Victoria Hislop,[922991]
Ian Rankin,[634407]
Mircea Pricăjan,[634407]
Charlie Adlard,"[138396, 30069, 138397]"
Marya Hornbacher,[46815]
William  Davis,[11505008]
Mary  Stewart,"[82192, 116343]"
H.P. Lovecraft,"[160149, 15730101, 32767, 129327, 1335019]"
S.T. Joshi,"[160149, 32767]"
Neale Donald Walsch,"[15015, 15019, 15018]"
Enid Blyton,"[74998, 17491, 17488, 473623, 17478, 74997, 190344, 17487]"
Adam Hochschild,[347610]
David Ellis,"[10830444, 23717678, 18656055]"
Samantha van Leer,[12283261]
Erin Watt,[28678119]
Jen Frederick,[28678119]
Laurelin Paige,[17828418]
MacLeod Andrews,[12099007]
Lene Kaaberbøl,[10776592]
Agnete Friis,[10776592]
Christopher Gill,[81779]
D.B.C. Pierre,[11711]
Stella Gibbons,[92780]
Roz Chast,[92780]
Rainer Metzger,[203805]
Ingo F. Walther,[203805]
Chris Guillebeau,[12605157]
Theodore Taylor,[18553]
Carol Shields,"[77554, 74462]"
Beth Harbison,[1087075]
Peter Høeg,[124509]
Tiina Nunnally,[124509]
Hillary Rodham Clinton,"[56073, 17727276]"
Edmund de Waal,[7821828]
Lissa Price,[11861062]
Juan Rulfo,[38787]
Michael North,[34080]
Eugene O'Neill,[12083]
Noah Gordon,[4692]
Kevin J. Anderson,"[21337, 761575, 99219, 20253, 99218, 20252, 20249]"
Scott Brick,"[21337, 6497645]"
Irvin D. Yalom,[21031]
Aristotle,"[19068, 19083, 13270]"
J.A.K. Thomson,[19068]
Jonathan Barnes,[19068]
Hugh Tredennick,[19068]
William Blake,[171547]
H.W. Janson,[2693801]
Anthony F. Janson,[2693801]
Karl Marlantes,[6411016]
Diana Sudyka,[2159225]
Jordan Belfort,[522776]
Dietrich Bonhoeffer,[174834]
Knut Hamsun,[32585]
George Egerton,[32585]
Sergei Lukyanenko,"[359375, 104160, 104159]"
Andrew Bromfield,"[359375, 104160, 104159]"
Jenny Offill,[17402288]
Dalton Trumbo,[51606]
Pierre Boulle,[414895]
Xan Fielding,[414895]
James Dickey,[592657]
Ian Caldwell,[18431]
Dustin Thomason,[18431]
Margaret Peterson Haddix,[1675216]
Lew Wallace,[387749]
Lionel Trilling,[9646]
Lolly Winston,[251519]
Gary Gianni,"[18635622, 587638]"
Mirra Ginsburg,[113205]
John Gardner,[676737]
James Gleick,"[64582, 8701960]"
Kurt Busiek,[16982]
Carolyn Mackler,[10959277]
Philipp Meyer,[16240761]
Brendan Reichs,[7800188]
Daisy Goodwin,[9999107]
Denis Johnson,[608287]
Eddie Campbell,[23529]
Pete Mullins,[23529]
Katherine Neville,[113310]
Jean Webster,[1499952]
Sigmund Freud,[357636]
James Strachey,[357636]
Peter Gay,"[357636, 59151]"
James Bowen,[12394068]
Eric    Weiner,[1918305]
Richard J. Foster,[64023]
Muriel Spark,[517188]
Richard Peck,"[39963, 39980]"
Paul Harding,[4957350]
Alan Lightman,[14376]
Christian Redl,[49455]
Philip Dossick,[49455]
Emanuela Guercetti,[49455]
Michelle-Irène Brudny,[49455]
Norman Dietz,[49455]
Donald Fanger,[49455]
coderati,[49455]
Boris de Schlœzer,[49455]
Amy Harmon,[18301124]
Vikas Swarup,[288644]
Donald J. Sobol,[789344]
C.J. Sansom,"[138685, 138683, 820480, 891671, 7027569]"
Elizabeth Kolbert,[17910054]
Ben Fountain,[13325079]
Daniel H. Pink,[99315]
Lian Hearn,[77160]
Alison Weir,"[111218, 1933181]"
Iris Johansen,"[78131, 272264, 94299]"
Michelle Moran,"[481446, 6340471, 2897258]"
Aeschylus,"[1519, 1524]"
William Bedell Stanford,[1519]
Brother Andrew,[824062]
Meg Rosoff,[161426]
Lili St. Crow,[6006518]
Lilith Saintcrow,[6006518]
Malika Oufkir,[103342]
Michèle Fitoussi,[103342]
Steve McNiven,[91714]
Dexter Vines,[91714]
Morry Hollowell,[91714]
Inga Moore,[45685]
Jean Sasson,[613283]
Joseph Murphy,[68984]
Ian McMahan,[68984]
Esther Forbes,[816870]
Lynd Ward,[816870]
Ernesto Che Guevara,[172732]
Aleida Guevara March,[172732]
Ted Dekker,"[125956, 456028, 19747756, 1866046]"
N.K. Jemisin,"[6437061, 7904453]"
Roberto Bolaño,[63033]
Natasha Wimmer,[63033]
Stefan Zweig,[59151]
Joel Rotenberg,[59151]
Hans Hausmann,[59151]
Dirk Muller,[59151]
Willy Trenk-Trebitsch,[59151]
Mario Adorf,[59151]
Gert Westphal,[59151]
Jeanne Birdsall,[266904]
Charlotte Barslund,[19101283]
Linda Sue Park,[785453]
Arkady Strugatsky,[331256]
Boris Strugatsky,[331256]
Antonina W. Bouis,[331256]
Theodore Sturgeon,"[331256, 541024]"
Aram Saroyan,[50140]
P.G. Wodehouse,"[200572, 18035, 105986, 16396]"
Elizabeth  George,"[31374, 394228, 7264206]"
Arturo Pérez-Reverte,"[7194, 11031]"
Sonia Soto,[7194]
Paul O. Zelinsky,[105999]
Douglas Coupland,"[3378, 2748, 3381, 3384]"
Viet Thanh Nguyen,[23168277]
Mary O'Hara,[164542]
Dave Blossom,[164542]
Mirjana Valent,[12326644]
William Archer,[292275]
Caroline Myss,[832543]
Brian Tracy,[95887]
Wallace D. Wattles,[342504]
A. Manette Ansay,[101911]
David Brin,"[234501, 889284, 234489, 96472]"
Robert   Harris,"[880, 56842, 243601, 18007532]"
Bertrand Russell,"[243685, 472025]"
Thomas Malory,[672875]
Keith Baines,[672875]
Anton Chekhov,"[5693, 87346, 79649, 231560, 143513]"
Karen Kingsbury,"[11433, 35332, 11430]"
Gary Smalley,"[11433, 35332, 11430]"
Jennifer Donnelly,"[64481, 261331, 7558747]"
Dorothy L. Sayers,"[192893, 192892, 351559, 93575, 32812, 192888]"
Noel Streatfeild,[10444]
Diane Goode,[10444]
Russell Hoban,[911579]
Lillian Hoban,[911579]
Max Barry,"[16158596, 33356]"
Jude Deveraux,[73385]
G.M.A. Grube,[22632]
John M. Cooper,[22632]
Thucydides,[261243]
Moses I. Finley,[261243]
Richard Kadrey,[5776788]
John Hart,[5556466]
Donald A. Yates,[17717]
James E. Irby,[17717]
André Maurois,[17717]
Drew Daywalt,[16101018]
Oliver Jeffers,[16101018]
Thomas Mann,"[88077, 53061, 53064, 80890]"
Heather Brewer,"[530848, 2272813, 6178065]"
Barry Schwartz,[10639]
Annette Curtis Klause,[30324]
Janet Switzer,[96593]
Alexander Osterwalder,[7723797]
Yves Pigneur,[7723797]
Stephen Greenblatt,[10954979]
Margaret George,"[10108, 10115]"
Norman Doidge,[570172]
Barry Lyga,[7766027]
Bree Despain,[6380822]
Clarissa Pinkola Estés,[241823]
Chris Anderson,"[2467566, 6150530]"
Adolf Hitler,[54270]
Sean Covey,[783127]
Tom Angleberger,[7150174]
Guy Kawasaki,[37875]
Ariana Franklin,[86643]
Ruth Stiles Gannett,[34898]
Greg Iles,"[18505832, 43993, 80630, 43992, 22693231, 2967316, 80631]"
Jay McInerney,[86147]
Syd Hoff,[858037]
Giovanni Boccaccio,[51799]
G.H. McWilliam,[51799]
Andrew Hurley,[5787]
Lilian Jackson Braun,[508903]
Josh McDowell,[313631]
Cherie Priest,[1137215]
Rita Mae Brown,[165395]
Charles Portis,[257845]
Susan  Jeffers,[653396]
Matthew Dicks,[13538552]
Paul Birkbeck,[4835]
Brian Staveley,[17910124]
Sally Green,[18079804]
Nikos Kazantzakis,[53639]
Νίκος Καζαντζάκης,[53639]
William H. Armstrong,[598117]
James Barkley,[598117]
Lawrence M. Krauss,[11337189]
Hazel E. Barnes,[10033]
Mary Warnock,[10033]
Richard Eyre,[10033]
Rachel Carson,[27333]
Linda Lear,[27333]
Edward O. Wilson,[27333]
Keith Thompson,"[7826116, 9918083]"
Morgan Rhodes,"[12954620, 16000044]"
Michelle Rowen,"[12954620, 16000044]"
Esther Hicks,[244383]
Jerry Hicks,[244383]
Wayne W. Dyer,[244383]
Henry Fielding,[99329]
Thomas Keymer,[99329]
Alice Wakely,[99329]
Sherwood Anderson,[80176]
Darren Shan,"[8960, 8949, 164719]"
Ted Goossen,[23128304]
Diana L. Paxson,"[181886, 84552, 18892, 18889]"
Per Petterson,[398323]
Anne Born,[398323]
Willem Dafoe,[102733]
John Fante,[46227]
Leigh Nichols,"[32433, 228220, 32453, 32443, 32428]"
Stephen Coonts,[377425]
Enid Bagnold,[225774]
Richard Branson,[211099]
Aristophanes,[1591]
Sarah Ruden,[1591]
Scott Jurek,[13202092]
Steve Friedman,[13202092]
Max Lucado,[281512]
Eugene B. Sledge,[771332]
Paul Fussell,[771332]
Eleanor Estes,[42369]
Louis Slobodkin,[42369]
Meredith Wild,"[18244799, 22457201, 22454958]"
Kass Morgan,"[17332969, 20454076]"
Gary Chalk,[7983]
Alexander Theroux,[32650]
Robert S. Levine,[90192]
Hannah  Green,[45220]
Joanne Greenberg,[45220]
Marguerite Duras,[275]
Barbara Bray,[275]
Maxine Hong Kingston,"[275, 30852]"
Bryan Burrough,[781182]
John Helyar,[781182]
Catherynne M. Valente,[9591398]
Ana Juan,[9591398]
Chris Pavone,[12617758]
Richard Winston,"[16634, 612188]"
Clara Winston,"[16634, 612188]"
Theodore Ziolkowski,[16634]
Kevin Powers,[13366259]
Gerald Durrell,[48132]
Helma Lapiņa,[48132]
Tawni O'Dell,[174403]
Robin A.H. Waterfield,[11574]
Richard Condon,[376514]
Richard C. Morais,[7347109]
Lincoln Peirce,"[7150178, 8229399]"
Tim Burton,[519112]
Louis-Ferdinand Céline,[12395]
William T. Vollmann,[12395]
Keith Szarabajka,[21362]
Lynsay Sands,"[38568, 38548, 263149]"
Matthew Reilly,"[144790, 617526, 144791, 144792, 144789, 144793, 6324903]"
Jasper Fforde,"[27001, 6628, 2113260, 26999, 27002, 13316328]"
Adam Smith,[25698]
Richard Ford,"[12872236, 12374]"
Tony DiTerlizzi,"[519048, 277190, 277191, 280277]"
Antony Beevor,"[542389, 42661]"
Beryl Markham,[1624]
Steven Galloway,[2475251]
René Descartes,"[31862, 30658, 159418]"
Donald A. Cress,"[31862, 30658, 159418]"
James Surowiecki,[68143]
سمانه پرهیزکاری,[27406704]
Edward Said,"[210834, 769712, 355190]"
Nicholas Meyer,[77378]
Immanuel Kant,"[18288, 60080]"
Paul Guyer,[18288]
Allen W. Wood,[18288]
Rien Poortvliet,[926908]
Wil Huygen,[926908]
John Stuart Mill,"[385228, 584637]"
Eric Berne,[49176]
Alexandre Dumas fils,[7186]
David Coward,[7186]
Stephen C. Lundin,[206309]
Harry Paul,[206309]
John Christensen,[206309]
Philip José Farmer,[189147]
Mark Helprin,[12967]
Thomas Paine,[161744]
Adeline Yen Mah,[54529]
Michel Houellebecq,"[58314, 88514]"
Frank Wynne,"[58314, 18090150]"
Dav Pilkey,"[207266, 153865, 153866]"
Paul Tough,[13435889]
Michael Blake,[543339]
Ellis Peters,[321545]
Giorgio Vasari,[233389]
Julia Conway Bondanella,[233389]
Peter Bondanella,[233389]
Christos Tsiolkas,[5396496]
Marcus Sakey,[17171909]
Myla Goldberg,[251762]
Conn Iggulden,"[1279686, 330947, 1632833, 3276637, 671724, 330944, 221298]"
Brad Stone,[17660462]
Norman Mailer,"[12467, 12468]"
Lindsey Kelk,[6202661]
Larry Bossidy,[1635]
Ram Charan,[1635]
Charles Burck,[1635]
Christopher Golden,[373915]
Arthur Ransome,[125190]
S.K. Tremayne,[23553419]
Michael Moss,[15797397]
Edward Eager,[225038]
N.M. Bodecker,[225038]
Helene Hanff,[368916]
Thich Nhat Hanh,"[14572, 159964]"
Arnold Kotler,[14572]
Lisa Lutz,[129117]
Paul Beatty,[22237161]
James J. Helm,[73945]
Joni Eareckson Tada,[124524]
Joe Musser,[124524]
Ross King,[148821]
Shakti Gawain,[582533]
Anya Seton,[33609]
Marina Lewycka,[828387]
Neil Strauss,[900]
Debbie Macomber,"[233044, 143761, 46012, 366346, 13414594, 2449962, 366337]"
Kaye Gibbons,[277397]
Nahum N. Glatzer,[22904]
Tania Stern,[22904]
Ernst Kaiser,[22904]
Eithne Wilkins,[22904]
Simon Garfield,[10909804]
John Katzenbach,[67931]
Kevin    Wilson,[10149142]
Tom    Murphy,[87346]
G.K. Chesterton,"[87665, 184419]"
Chris Riddell,[23301545]
Tobias Wolff,[11466]
Jonathan Maberry,[3993839]
Molière,"[52823, 752994]"
Martin Sorrell,[52823]
David D. Burns,[46674]
Ivan Goncharov,[254308]
Stephen Pearl,[254308]
Galya Diment,[254308]
Clive Cussler,"[198332, 41707, 41706, 198331, 41710, 32807, 361081, 41704, 41698, 41701, 559889, 550940, 85737, 818372]"
Po Bronson,[6496815]
Ashley Merryman,[6496815]
Mary Higgins Clark,"[154423, 170650, 43342, 571555, 170632, 170651, 41490, 1629007, 170641, 43352, 43345, 18143968, 43357, 237114, 21535784, 8682579]"
Janny Wurts,"[589979, 13815, 317504]"
Richard Thomas,[7824997]
Matt Ridley,[4591]
Phil Klay,[18114068]
James M. Cain,"[25807, 56616]"
Robert Kurson,[9530]
Clare Vanderpool,[8293938]
Amitav Ghosh,"[77103, 1330324, 4950]"
Robert Silverberg,[99245]
Linda Howard,"[469901, 420739, 72623, 420734]"
Linwood Barclay,"[1225261, 6678884, 10196362]"
T. Colin Campbell,[178788]
Thomas M. Campbell II,[178788]
Julia Donaldson,[1013383]
Axel Scheffler,[1013383]
Cressida Cowell,[352262]
Lauren Conrad,[4758093]
Paul Bowles,[243598]
Frank B. Gilbreth Jr.,[764903]
Ernestine Gilbreth Carey,[764903]
Mario Spezi,[2198274]
Daniel Woodrell,[112525]
Philip Gourevitch,[11472]
L.A. Weatherly,"[7991200, 9553503]"
Julio Cortázar,[53413]
Eric Clapton,[1207904]
Ted Chiang,[223380]
Chris Grabenstein,[16054808]
Marjorie Kinnan Rawlings,[159582]
Ozzy Osbourne,[6952423]
Chris Ayres,[6952423]
Bill Clegg,[24452249]
Elisabeth Kübler-Ross,[781844]
Matt de la Pena,[20309175]
Kelly Link,[20309175]
Myra McEntire,[20309175]
Émile Zola,"[28407, 110871]"
Roger Pearson,[28407]
Michael Ondaatje,"[11076177, 5942]"
Jacqueline Kelly,[6202556]
Cliff Rathburn,[138397]
Michel Foucault,"[80369, 1875]"
Alan Sheridan,[80369]
Thomas Mathiesen,[80369]
Walter Seitter,[80369]
Drago Braco Rotar,[80369]
Catherine Ryan Hyde,[215631]
Laline Paull,[18652002]
Rudolfo Anaya,[14362]
Alessandro Baricco,[61264]
Archibald Colquhoun,"[9804, 625094]"
Ken Grimwood,[341735]
David Eagleman,[9827912]
Paul Zindel,[128092]
Robert Muchamore,"[1166131, 1291211]"
Simon Singh,"[38412, 17994]"
Richard Paul Evans,"[161361, 7187395]"
Angela Carter,[49011]
Michelle Knight,[20257122]
Michelle Burford,[20257122]
Jasmine Warga,[18336965]
Brunonia Barry,[1951125]
Anchee Min,[139254]
George MacDonald,[444381]
Arthur Hughes,[444381]
Sönmez Güven,[13821]
David Thomson,[428]
Simone de Beauvoir,[457264]
H.M. Parshley,[457264]
Deirdre Bair,[457264]
Elaine N. Aron,[923950]
Chitra Banerjee Divakaruni,"[1774836, 16235]"
Kingsley Amis,[395182]
David Lodge,"[395182, 30593]"
C.G. Jung,"[612188, 534289, 123632]"
Aniela Jaffé,"[612188, 123632]"
Suzanne Rappaport,[26101]
Malcolm Lowry,[31072]
Mary Pope Osborne,"[824734, 948526, 268955]"
Salvatore Murdocca,"[824734, 948526, 268955]"
Ann Packer,[16059]
Pat Barker,"[5872, 151926]"
Michael J. Fox,"[133729, 3240483]"
Kıvanç Güney,[464260]
Sinclair Lewis,[11376]
John Rocco,[20829994]
Erika Swyler,[23014670]
Kristen Britain,[147843]
David  Brooks,[9628743]
Thomas S. Kuhn,[61539]
Andrea Levy,[44001]
Arthur Koestler,[30672]
Daphne Hardy,[30672]
Lois McMaster Bujold,"[61886, 61903, 61905, 61906, 61904, 68483, 61909, 61915]"
K.E. Semmel,[13505130]
Alan Hollinghurst,[139087]
Tetsuko Kuroyanagi,[328802]
Chihiro Iwasaki,[328802]
Dorothy Britton,[328802]
Natalie Goldberg,[44905]
Liza Marklund,[7134201]
Aron Ralston,[166562]
David Gemmell,"[618177, 568099, 613991]"
Isak Dinesen,[781787]
Karen Blixen,[781787]
Robert Crais,"[57951, 14404, 15755201, 6574542, 8805443, 241936, 11889938, 1689469, 241934]"
Rachel Vincent,[793399]
Steven Pinker,"[5752, 835623, 5755, 11107244]"
Cynthia Marshall,[104837]
Gilbert Sorrentino,[50275]
Mario Vargas Llosa,"[53969, 77298]"
Jordan Sonnenblick,[318404]
Miranda July,[21412400]
John Banville,[3656]
Ben H. Winters,[13330370]
George R. Stewart,[93269]
Eric S. Nylund,[60229]
Nathan  Hill,[28251002]
J. Sheridan Le Fanu,[48037]
Sarah MacLean,"[6584134, 10428803]"
Charlotte Rogan,[12888599]
Henryk Sienkiewicz,[538845]
W.S. Kuniczak,[538845]
Amy Ewing,[16068780]
Irvine Welsh,"[23966, 23960]"
Lori Lansens,[47076]
Ann M. Martin,[233722]
Guy de Maupassant,"[780581, 77995]"
Norman Maclean,[30043]
María Dueñas,[10836813]
Daniel Hahn,[10836813]
Kristan Higgins,"[15803757, 5024334]"
Ananda Maitreya,[159964]
Balangoda Ananda Maitreya Maitreya,[159964]
Elisabeth Elliot,[56634]
Julia Heaberlin,[23746004]
Amy Tintera,[13517455]
Gentry Lee,"[112518, 112517]"
Marshall Karp,"[9682816, 18170134]"
Laural Merlington,[1406197]
Katarina Bivald,[25573977]
Alice Menzies,[25573977]
Deborah Rodriguez,"[316558, 10374638]"
Rachel Kushner,[15803141]
Gary Vaynerchuk,[6474550]
Lloyd C. Douglas,[219919]
Willard F. Harley Jr.,[49245]
Sadegh Hedayat,[45967]
D.P. Costello,[45967]
Simon  Jones,[7640705]
R.L. Stine,"[125553, 125662, 308540]"
Allison Pearson,[39045]
Carol Tavris,[522525]
Elliot Aronson,[522525]
Jill Bolte Taylor,[142292]
Iain Pears,[15888]
Linda Asher,"[28635, 26097]"
Loung Ung,[4373]
Owen  West,"[11166889, 228221]"
Stephen M.R. Covey,[36076]
Betty Mahmoody,[43255]
Piers Anthony,[96977]
Jon Lee Anderson,[10836]
منى الخميسي,[19351490]
Allan Pease,[262731]
Barbara Pease,[262731]
Farley Mowat,[72659]
Brad Thor,[206197]
Merlin Holland,[5289]
Maureen Freely,[6282753]
David Timson,[736131]
Christopher Isherwood,[16842]
Eliza Wheeler,[15944406]
Joseph Fink,[23129410]
Jeffrey Cranor,[23129410]
Julie   Murphy,[18304322]
Edmund White,[304]
Susan Mallery,[7203690]
Ronald A. Beers,[265205]
Sylvain Neuvel,[25733990]
Olivia Goldsmith,[202292]
Maggie O'Farrell,"[250729, 16077150, 6939939]"
Niall Ferguson,[2714607]
Anne McLean,"[16248114, 16171259]"
Blue Balliett,[444347]
Tasha Tudor,[20413]
Paulo Freire,[72657]
Myra Bergman Ramos,[72657]
Donaldo Macedo,[72657]
Richard Shaull,[72657]
Seth,[13477819]
Margaret Sidney,[7911]
Jim Bouton,[762563]
Carlos Fuentes,[56899]
Harriet Lerner,[31312]
Burton G. Malkiel,[900892]
Paul Murray,[7146335]
