book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
5796,36076,36076,35986,44,074329730X,9780743297300.0,Stephen M.R. Covey,2006.0,The SPEED of Trust: The One Thing that Changes Everything,The Speed of Trust: The One Thing that Changes Everything,en-US,3.97,13708,14707,461,315,865,3196,4930,5401,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5797,43342,43342,1612810,79,671004549,9780671004540.0,Mary Higgins Clark,1998.0,You Belong to Me,You Belong To Me,en-US,3.85,19131,20017,445,118,864,6230,7507,5298,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5798,43255,43255,42692,63,552152161,9780552152170.0,Betty Mahmoody,1987.0,Not Without My Daughter,Not Without My Daughter,eng,4.04,16650,19208,1075,319,843,3725,7250,7071,https://images.gr-assets.com/books/1416296090m/43255.jpg,https://images.gr-assets.com/books/1416296090s/43255.jpg
5799,759900,759900,3212153,42,553584529,9780553584520.0,Lisa Gardner,2003.0,The Killing Hour,"The Killing Hour (Quincy & Rainie, #4)",en-US,4.16,17948,19617,619,84,414,3516,7849,7754,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5800,96977,96977,1387490,30,345418514,9780345418520.0,Piers Anthony,1979.0,Castle Roogna,"Castle Roogna (Xanth, #3)",eng,3.87,19867,21212,241,141,998,6395,7721,5957,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5801,571555,571555,2117450,75,671673688,9780671673680.0,Mary Higgins Clark,1989.0,While My Pretty One Sleeps,While My Pretty One Sleeps,eng,3.88,18846,19632,323,110,751,5855,7489,5427,https://images.gr-assets.com/books/1421102605m/571555.jpg,https://images.gr-assets.com/books/1421102605s/571555.jpg
5808,3381,3381,919466,31,1582344159,9781582344160.0,Douglas Coupland,2003.0,Hey Nostradamus!,Hey Nostradamus!,eng,3.72,14645,16109,621,309,1152,4904,6137,3607,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5809,10836,10836,3455,44,802135587,9780802135580.0,Jon Lee Anderson,1997.0,Che Guevara: A Revolutionary Life,Che Guevara: A Revolutionary Life,eng,4.1,13516,14171,540,299,473,2502,5120,5777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5810,24766,24766,944238,44,,9780060519540.0,Scott Westerfeld,2004.0,The Secret Hour,"The Secret Hour (Midnighters, #1)",eng,3.8,23933,26170,1951,477,1853,7194,9430,7216,https://images.gr-assets.com/books/1501166713m/24766.jpg,https://images.gr-assets.com/books/1501166713s/24766.jpg
5812,587666,587666,2117724,75,7235801,9780007235800.0,Paulo Coelho,2000.0,Ser Como o Rio que Flui,Like the Flowing River ,eng,3.93,12708,14623,821,303,882,3391,4983,5064,https://images.gr-assets.com/books/1399717203m/587666.jpg,https://images.gr-assets.com/books/1399717203s/587666.jpg
5817,21064599,21064599,40429264,52,812993861,9780812993870.0,Sophie Kinsella,2014.0,"Shopaholic to the Stars (Shopaholic, #7)","Shopaholic to the Stars (Shopaholic, #7)",eng,3.24,15414,19202,2449,1034,3411,7224,4940,2593,https://images.gr-assets.com/books/1398905552m/21064599.jpg,https://images.gr-assets.com/books/1398905552s/21064599.jpg
5819,17557913,17557913,24485092,63,1471110672,9781471110670.0,Tom Rob Smith,2014.0,The Farm,The Farm,eng,3.53,13407,17244,2344,527,1721,5764,6489,2743,https://images.gr-assets.com/books/1391017911m/17557913.jpg,https://images.gr-assets.com/books/1391017911s/17557913.jpg
5822,7128341,7128341,1044059,95,316044776,9780316044780.0,"Carlos Ruiz Zafón, Lucia Graves",1986.0,El príncipe de la niebla,"The Prince of Mist (Niebla, #1)",eng,3.66,14381,22022,2069,350,1862,7253,7971,4586,https://images.gr-assets.com/books/1261604683m/7128341.jpg,https://images.gr-assets.com/books/1261604683s/7128341.jpg
5824,22457201,25312405,26104459,43,,,Meredith Wild,2013.0,,"Hardpressed (Hacker, #2)",eng,4.27,7383,20989,964,165,571,2808,7296,10149,https://images.gr-assets.com/books/1402511724m/22457201.jpg,https://images.gr-assets.com/books/1402511724s/22457201.jpg
5825,172691,172691,3093655,63,749934174,9780749934170.0,J.D. Robb,1999.0,Conspiracy in Death,"Conspiracy in Death (In Death, #8)",eng,4.35,22149,25925,815,52,281,3308,9228,13056,https://images.gr-assets.com/books/1305124508m/172691.jpg,https://images.gr-assets.com/books/1305124508s/172691.jpg
5826,7053,7053,14652719,55,375422714,9780375422710.0,Alexander McCall Smith,2004.0,In the Company of Cheerful Ladies,"In the Company of Cheerful Ladies (No. 1 Ladies' Detective Agency, #6)",eng,4.07,19839,22324,1000,47,347,4549,10476,6905,https://images.gr-assets.com/books/1422951731m/7053.jpg,https://images.gr-assets.com/books/1422951731s/7053.jpg
5827,8296,8296,11181,48,60885459,9780060885460.0,"Laura Ingalls Wilder, Garth Williams",1953.0,The First Four Years,"The First Four Years  (Little House, #9)",eng,3.88,24180,28095,749,371,1783,7756,9222,8963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5829,128757,128757,2288500,68,743294378,9780743294380.0,Kathy Reichs,2007.0,Bones to Ashes,"Bones to Ashes (Temperance Brennan, #10)",eng,3.92,19942,22361,1083,161,863,5748,9323,6266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5830,19351490,19351490,46022931,744,,,"Jacob Grimm, Wilhelm Grimm, منى الخميسي",1857.0,Grimms Märchen,Grimm's Fairy Tales,eng,4.14,5873,19712,791,309,667,3561,6643,8532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5831,262731,262731,254672,62,,9780553804720.0,"Allan Pease, Barbara Pease",2004.0,The Definitive Book of Body Language,The Definitive Book of Body Language,eng,3.97,13328,16424,805,311,822,3607,6058,5626,https://images.gr-assets.com/books/1320537802m/262731.jpg,https://images.gr-assets.com/books/1320537802s/262731.jpg
5833,72659,72659,3419289,67,316881791,9780316881790.0,Farley Mowat,1963.0,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng,4.19,17045,17863,803,233,478,2850,6418,7884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5834,8437913,8437913,13301503,42,031612852X,9780316128520.0,"James Patterson, Michael Ledwidge",2010.0,Tick Tock,"Tick Tock (Michael Bennett, #4)",eng,4.03,17189,20266,1181,153,707,4350,8302,6754,https://images.gr-assets.com/books/1293807879m/8437913.jpg,https://images.gr-assets.com/books/1293807879s/8437913.jpg
5835,6340471,6340471,5973842,34,184724954X,9781847249550.0,Michelle Moran,2009.0,Cleopatra's Daughter,Cleopatra's Daughter,eng,4.11,16532,20935,2125,200,713,3727,8267,8028,https://images.gr-assets.com/books/1449745007m/6340471.jpg,https://images.gr-assets.com/books/1449745007s/6340471.jpg
5836,281350,281350,2747794,71,684859734,9780684859740.0,Kathy Reichs,2002.0,Grave Secrets,"Grave Secrets (Temperance Brennan, #5)",en-US,3.98,21460,24302,696,116,699,6159,10006,7322,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5839,206197,206197,199557,30,1416543791,9781416543790.0,Brad Thor,2007.0,The First Commandment,"The First Commandment (Scot Harvath, #6)",eng,4.22,14833,16540,375,140,362,2456,6302,7280,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5840,5289,5289,21905772,260,7144350,9780007144360.0,"Oscar Wilde, Merlin Holland",1908.0,Collected Works,Complete Works of Oscar Wilde,eng,4.45,10835,17952,320,114,242,1746,5241,10609,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5851,6282753,6282753,4524365,97,307266761,9780307266770.0,"Orhan Pamuk, Maureen Freely",2008.0,Masumiyet Müzesi,The Museum of Innocence,eng,3.69,12685,16600,1809,785,1664,4030,5480,4641,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5853,406373,406373,24158213,951,385031149,9780385031140.0,"Johann Wolfgang von Goethe, Walter Kaufmann",1832.0, Faust. Der Tragödie erster und zweiter Teil ,Faust,eng,3.97,15864,20799,831,347,1202,4570,7299,7381,https://images.gr-assets.com/books/1320404568m/406373.jpg,https://images.gr-assets.com/books/1320404568s/406373.jpg
5857,8130839,8130839,12926604,34,399256121,9780399256130.0,Andrea Cremer,2012.0,Bloodrose,Bloodrose (Nightshade #3; Nightshade World #6),eng,4.06,23874,24920,2208,803,1428,4421,7104,11164,https://images.gr-assets.com/books/1351196369m/8130839.jpg,https://images.gr-assets.com/books/1351196369s/8130839.jpg
5858,16297,16297,894955,171,425205959,9780425205950.0,Agatha Christie,1936.0,Cards on the Table,"Cards on the Table (Hercule Poirot, #15)",eng,3.9,19577,23004,1031,112,857,6468,9372,6195,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5859,13547289,13547289,19112429,41,1442449616,9781442449620.0,Rachel Renée Russell,2012.0,Tales From a Not-So-Smart Miss Know-it-all,"Tales from a Not-So-Smart Miss Know-It-All (Dork Diaries, #5)",eng,4.42,13648,16142,604,318,488,1753,3199,10384,https://images.gr-assets.com/books/1370064645m/13547289.jpg,https://images.gr-assets.com/books/1370064645s/13547289.jpg
5860,89551,89551,1968,56,038070952X,9780380709530.0,Beverly Cleary,1980.0,Ramona and Her Mother,"Ramona and Her Mother (Ramona, #5)",eng,4.08,20053,20989,422,199,663,4616,7267,8244,https://images.gr-assets.com/books/1445632007m/89551.jpg,https://images.gr-assets.com/books/1445632007s/89551.jpg
5861,16363,16363,2773090,210,7119356,9780007119360.0,Agatha Christie,1938.0,Appointment with Death,"Appointment with Death (Hercule Poirot, #19)",eng,3.84,20793,24065,967,128,995,7379,9596,5967,https://images.gr-assets.com/books/1308808730m/16363.jpg,https://images.gr-assets.com/books/1308808730s/16363.jpg
5862,73064,73064,1615880,44,60734574,9780060734570.0,Susan Elizabeth Phillips,2004.0,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,25474,27397,1341,211,806,4829,10433,11118,https://images.gr-assets.com/books/1308742575m/73064.jpg,https://images.gr-assets.com/books/1308742575s/73064.jpg
5863,30852,30852,1759,31,679721886,9780679721890.0,Maxine Hong Kingston,1975.0,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,The Woman Warrior,en-US,3.72,17781,19459,1113,531,1686,5293,7098,4851,https://images.gr-assets.com/books/1418654290m/30852.jpg,https://images.gr-assets.com/books/1418654290s/30852.jpg
5865,38503,38503,1789163,54,872861554,9780872861560.0,Charles Bukowski,1978.0,"Erections, Ejaculations, Exhibitions and General Tales of Ordinary Madness",Tales of Ordinary Madness,eng,4.0,13995,16573,530,244,748,3392,6625,5564,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5866,18115061,18115061,24852550,36,,,Samantha Young,2014.0,,"Before Jamaica Lane (On Dublin Street, #3)",eng,4.35,13447,31267,2480,184,543,3487,10942,16111,https://images.gr-assets.com/books/1372090894m/18115061.jpg,https://images.gr-assets.com/books/1372090894s/18115061.jpg
5870,736131,736131,24665786,605,9626344245,9789626344250.0,"Arthur Conan Doyle, David Timson",1914.0,The Valley of Fear,The Valley of Fear,eng,3.98,15399,21503,1125,166,902,5123,8345,6967,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5871,3094593,3094593,2501542,47,515144665,9780515144670.0,Nora Roberts,2008.0,The Pagan Stone,"The Pagan Stone (Sign of Seven, #3)",en-US,4.14,22863,24157,911,252,948,4445,8063,10449,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5872,9748274,9748274,14637456,33,142196584,9780142196590.0,Charles Dickens,,,A Tale of Two Cities / Great Expectations,en-US,3.98,14912,15072,179,445,904,2935,5051,5737,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5873,44644,44644,2170403,43,671792806,9780671792800.0,Stephen R. Covey,1991.0,Principle Centered Leadership,Principle-Centered Leadership,en-US,4.07,13079,13377,137,178,513,2699,4750,5237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5876,19674,19674,5054715,63,141004924,9780141004920.0,Tom Clancy,2003.0,The Teeth of the Tiger,"The Teeth of the Tiger (Jack Ryan Universe, #12)",eng,3.61,15746,17510,500,634,1796,5284,5785,4011,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5877,61958,61958,3419,47,034541957X,9780345419580.0,Anne McCaffrey,1983.0,Moreta: Dragonlady Of Pern,"Moreta: Dragonlady of Pern (Pern, #7)",eng,3.97,21117,23083,348,160,1091,5900,8016,7916,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5881,16842,16842,1802690,63,816638624,9780816638630.0,Christopher Isherwood,1964.0,A Single Man,A Single Man,eng,4.11,14554,17537,1305,298,696,2961,6486,7096,https://images.gr-assets.com/books/1380688373m/16842.jpg,https://images.gr-assets.com/books/1380688373s/16842.jpg
5882,13529055,13529055,18446960,48,1455502758,9781455502750.0,Christopher Hitchens,2012.0,Mortality,Mortality,eng,4.12,14248,16670,1665,250,545,2700,6595,6580,https://images.gr-assets.com/books/1337177391m/13529055.jpg,https://images.gr-assets.com/books/1337177391s/13529055.jpg
5884,30831912,30831912,51396954,38,,,Neil Gaiman,2017.0,Norse Mythology,Norse Mythology,eng,4.12,22266,39250,5731,179,974,6943,17019,14135,https://images.gr-assets.com/books/1473864212m/30831912.jpg,https://images.gr-assets.com/books/1473864212s/30831912.jpg
5886,107774,107774,1424362,49,671737821,9780671737820.0,Julie Garwood,1987.0,Honor's Splendour,Honor's Splendour,eng,4.22,21926,23453,672,166,620,3863,8103,10701,https://images.gr-assets.com/books/1313525352m/107774.jpg,https://images.gr-assets.com/books/1313525352s/107774.jpg
5889,59813,59813,3037754,61,786286806,9780786286800.0,Nora Roberts,2006.0,Valley of Silence,"Valley of Silence (Circle Trilogy, #3)",en-GB,4.2,20800,23434,748,204,799,3999,7468,10964,https://images.gr-assets.com/books/1377646212m/59813.jpg,https://images.gr-assets.com/books/1377646212s/59813.jpg
5891,20800147,20800147,40144215,34,178089015X,9781780890160.0,James Patterson,2014.0,Hope to Die,"Hope to Die (Alex Cross, #22)",eng,4.14,10005,17375,1498,207,548,2926,6615,7079,https://images.gr-assets.com/books/1414130505m/20800147.jpg,https://images.gr-assets.com/books/1414130505s/20800147.jpg
5893,15944406,15944406,19206674,34,1416963987,9781416963980.0,"Holly Black, Eliza Wheeler",2013.0,Doll Bones,Doll Bones,eng,3.7,17414,19083,3242,665,1482,5436,6764,4736,https://images.gr-assets.com/books/1424981042m/15944406.jpg,https://images.gr-assets.com/books/1424981042s/15944406.jpg
5894,11057626,11057626,15978848,48,399158022,9780399158020.0,Patricia Cornwell,2011.0,Red Mist,"Red Mist (Kay Scarpetta, #19)",eng,3.75,16396,19298,1640,439,1585,5494,6713,5067,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5895,11277218,11277218,8586623,42,385344015,9780385344010.0,Alan Bradley,2011.0,I Am Half-Sick of Shadows ,"I Am Half-Sick of Shadows (Flavia de Luce, #4)",en-US,4.09,21288,24365,3049,96,474,4509,11340,7946,https://images.gr-assets.com/books/1409945571m/11277218.jpg,https://images.gr-assets.com/books/1409945571s/11277218.jpg
5897,23129410,23129410,42677282,37,62351427,9780062351420.0,"Joseph Fink, Jeffrey Cranor",2015.0,Welcome to Night Vale,Welcome to Night Vale,eng,3.87,17781,20325,3345,728,1485,4276,7096,6740,https://images.gr-assets.com/books/1447774088m/23129410.jpg,https://images.gr-assets.com/books/1447774088s/23129410.jpg
5899,110385,9408584,846764,46,380815583,9780380815590.0,Julia Quinn,2001.0,An Offer From a Gentleman,"An Offer From a Gentleman (Bridgertons, #3)",en-US,4.08,17402,28894,1548,186,948,5967,11162,10631,https://images.gr-assets.com/books/1306208628m/110385.jpg,https://images.gr-assets.com/books/1306208628s/110385.jpg
5900,18304322,18304322,25795642,41,62327186,9780062327180.0,Julie   Murphy,2015.0,Dumplin',"Dumplin' (Dumplin', #1)",eng,3.87,22176,23876,4521,440,1277,5897,9633,6629,https://images.gr-assets.com/books/1424189465m/18304322.jpg,https://images.gr-assets.com/books/1424189465s/18304322.jpg
5903,11563,11563,1230142,74,042518160X,9780425181610.0,Stephen King,1981.0,Danse Macabre,Danse Macabre,eng,3.62,18700,20784,571,562,2114,6754,6623,4731,https://images.gr-assets.com/books/1309287093m/11563.jpg,https://images.gr-assets.com/books/1309287093s/11563.jpg
5905,28184,28184,802082,51,1400075718,9781400075710.0,Alexander McCall Smith,2006.0,Blue Shoes and Happiness ,"Blue Shoes and Happiness (No. 1 Ladies' Detective Agency, #7)",eng,4.06,20246,21851,984,68,403,4620,9924,6836,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5907,31244,31244,2888469,378,375761144,9780375761140.0,Charles Dickens,1865.0,Our Mutual Friend,Our Mutual Friend,eng,4.07,18599,20659,1102,434,986,3803,6936,8500,https://images.gr-assets.com/books/1403189244m/31244.jpg,https://images.gr-assets.com/books/1403189244s/31244.jpg
5908,531262,531262,3115332,76,316926051,9780316926060.0,Evelyn Waugh,1934.0,A Handful of Dust,A Handful of Dust,en-US,3.92,17370,19093,907,279,919,4544,7707,5644,https://images.gr-assets.com/books/1344266314m/531262.jpg,https://images.gr-assets.com/books/1344266314s/531262.jpg
5911,50618,50618,1779328,58,312990960,9780312990960.0,Paul Auster,2002.0,The Book of Illusions,The Book of Illusions,eng,3.89,13583,16362,899,202,867,3905,6909,4479,https://images.gr-assets.com/books/1391954093m/50618.jpg,https://images.gr-assets.com/books/1391954093s/50618.jpg
5912,112756,112756,2746770,39,440242177,9780440242180.0,Karen Marie Moning,1999.0,To Tame a Highland Warrior,"To Tame a Highland Warrior (Highlander, #2)",eng,4.14,24710,27368,1120,189,985,5043,9766,11385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5915,304,304,313957,243,037576013X,9780375760140.0,"George Eliot, Edmund White",1876.0,Daniel Deronda,Daniel Deronda,eng,3.82,17723,19145,728,543,1361,4705,6835,5701,https://images.gr-assets.com/books/1320432000m/304.jpg,https://images.gr-assets.com/books/1320432000s/304.jpg
5917,7203690,7203690,7905321,35,373774524,9780373774520.0,Susan Mallery,2010.0,Chasing Perfect,"Chasing Perfect (Fool's Gold, #1)",eng,3.89,18437,19533,740,545,1099,4621,6977,6291,https://images.gr-assets.com/books/1278170007m/7203690.jpg,https://images.gr-assets.com/books/1278170007s/7203690.jpg
5918,97632,97632,908288,44,1401360238,9781401360240.0,Plum Sykes,2006.0,The Debutante Divorcée,The Debutante Divorcee,en-US,3.46,15030,15548,435,760,2092,5245,4083,3368,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5919,265205,265205,19119097,183,310919797,9780310919800.0,"Anonymous, Ronald A. Beers, Ronald A. Beers",1992.0,,Life Application Study Bible: NIV,eng,4.67,13614,14774,270,239,207,670,1992,11666,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5920,39028,39028,1383312,69,446580287,9780446580280.0,"Douglas Preston, Lincoln Child",2007.0,"The Wheel of Darkness (Pendergast, #8)","The Wheel of Darkness (Pendergast, #8)",en-US,3.92,18413,20399,1011,189,1054,5029,8047,6080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5921,25733990,25733990,42721200,41,1101886692,9781101886690.0,Sylvain Neuvel,2016.0,Sleeping Giants,"Sleeping Giants (Themis Files, #1)",eng,3.84,19371,24115,4369,397,1445,5873,10371,6029,https://images.gr-assets.com/books/1459785141m/25733990.jpg,https://images.gr-assets.com/books/1459785141s/25733990.jpg
5924,202292,202292,1924825,33,99435136,9780099435140.0,Olivia Goldsmith,1992.0,The First Wives Club,The First Wives Club,eng,3.87,17219,17754,256,325,1145,4869,5603,5812,https://images.gr-assets.com/books/1405833638m/202292.jpg,https://images.gr-assets.com/books/1405833638s/202292.jpg
5925,250729,250729,3050927,55,755308441,9780755308450.0,Maggie O'Farrell,2006.0,The Vanishing Act of Esme Lennox,The Vanishing Act of Esme Lennox,eng,3.82,16675,20131,3061,303,1182,5192,8710,4744,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5926,550720,25584847,134485,66,1594482306,9781594482300.0,Sarah Waters,2006.0,The Night Watch,The Night Watch,en-US,3.67,13798,18625,1544,498,1636,5376,7102,4013,https://images.gr-assets.com/books/1394331077m/550720.jpg,https://images.gr-assets.com/books/1394331077s/550720.jpg
5927,21853645,21853645,41125534,34,1250034515,9781250034520.0,Jeffrey Archer,2015.0,Mightier Than the Sword,"Mightier Than the Sword (The Clifton Chronicles, #5)",eng,4.09,10257,16529,1378,167,480,2933,7082,5867,https://images.gr-assets.com/books/1407772906m/21853645.jpg,https://images.gr-assets.com/books/1407772906s/21853645.jpg
5928,31331,31331,2926090,49,99460173,9780099460180.0,Anne Rice,2003.0,Blood Canticle,"Blood Canticle (The Vampire Chronicles, #10)",en-GB,3.71,17359,19549,437,695,1790,5467,6164,5433,https://images.gr-assets.com/books/1327963715m/31331.jpg,https://images.gr-assets.com/books/1327963715s/31331.jpg
5929,13060,13060,1096451,34,307262995,9780307263000.0,Carl Hiaasen,2006.0,Nature Girl,Nature Girl,eng,3.61,17216,18373,1565,330,1452,6355,7118,3118,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5930,11553,11553,16685995,36,671743058,9780671743060.0,Robert McCammon,1991.0,Boy's Life,Boy's Life,eng,4.32,15752,18250,1818,175,490,2260,5662,9663,https://images.gr-assets.com/books/1314302694m/11553.jpg,https://images.gr-assets.com/books/1314302694s/11553.jpg
5932,16235,16235,2483404,38,038548951X,9780385489520.0,Chitra Banerjee Divakaruni,1997.0,Sister of My Heart,Sister of My Heart,eng,3.97,14434,15352,1261,154,606,3401,6540,4651,https://images.gr-assets.com/books/1403188554m/16235.jpg,https://images.gr-assets.com/books/1403188554s/16235.jpg
5934,102525,102525,98851,56,044900063X,9780449000630.0,Sue Grafton,1991.0,H is for Homicide,"H is for Homicide (Kinsey Millhone, #8)",eng,3.89,21635,23987,598,94,700,7101,10009,6083,https://images.gr-assets.com/books/1315138195m/102525.jpg,https://images.gr-assets.com/books/1315138195s/102525.jpg
5936,32437,32437,1125107,49,553584480,9780553584490.0,Dean Koontz,2003.0,The Face,The Face,eng,3.69,17267,18266,586,330,1514,5945,6246,4231,https://images.gr-assets.com/books/1370732538m/32437.jpg,https://images.gr-assets.com/books/1370732538s/32437.jpg
5937,2714607,2714607,2740153,55,1594201927,9781594201930.0,Niall Ferguson,2007.0,The Ascent of Money: A Financial History of the World,The Ascent of Money: A Financial History of the World,en-US,3.88,15286,16909,1115,293,923,4040,6934,4719,https://images.gr-assets.com/books/1297236908m/2714607.jpg,https://images.gr-assets.com/books/1297236908s/2714607.jpg
5939,18079527,18079527,25386818,30,670012092,9780670012090.0,Laurie Halse Anderson,2014.0,The Impossible Knife of Memory,The Impossible Knife of Memory,eng,3.93,20992,22227,3246,416,1200,4894,8786,6931,https://images.gr-assets.com/books/1405786728m/18079527.jpg,https://images.gr-assets.com/books/1405786728s/18079527.jpg
5941,7277715,7277715,8444052,46,446564087,9780446564080.0,David Baldacci,2010.0,Deliver Us From Evil,"Deliver Us from Evil (A. Shaw, #2)",en-US,3.98,15947,18990,1128,251,781,4150,7724,6084,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5948,3384,3384,81401,33,60987324,9780060987330.0,Douglas Coupland,1998.0,Girlfriend in a Coma,Girlfriend in a Coma,eng,3.61,14576,16315,733,480,1681,5070,5655,3429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
